@RELATION mood_classification

@ATTRIBUTE "Pitch" NUMERIC
@ATTRIBUTE "Speech Rate" NUMERIC
@ATTRIBUTE "Speech Duration" NUMERIC
@ATTRIBUTE "Mood" {0,1,2,3,4,5,6,7,8,9}

@DATA
153.1,95,10.87,2
209.44,172,5.46,6
228.18,158,5.72,4
144.75,127,12.69,2
149.5,112,10.91,7
244.55,134,8.27,6
239.89,135,9.08,6
159.76,78,10.06,1
214.25,105,12.09,3
121.09,90,14.68,8
247.01,168,8.26,4
208.32,198,10.68,4
159.38,106,16.41,2
205.95,160,8.46,6
142.81,79,19.39,1
138.96,50,15.9,8
146.65,80,10.22,1
123.52,87,14.0,8
197.73,168,6.25,6
231.05,164,6.43,9
187.7,107,14.07,3
181.85,145,12.12,5
206.35,134,8.45,6
186.68,175,7.51,6
261.74,150,10.1,5
246.25,132,7.32,9
203.46,73,8.45,3
271.22,158,4.0,9
158.5,74,14.89,1
234.0,184,6.23,4
160.54,121,14.61,2
143.41,107,8.31,7
142.82,63,13.74,8
229.6,135,8.54,5
239.94,167,6.1,6
199.11,96,8.92,3
196.3,154,11.28,5
262.2,122,14.6,5
143.26,61,11.64,1
168.86,108,11.16,3
183.07,156,13.51,5
192.31,154,7.9,6
284.55,165,3.95,9
137.66,76,14.98,1
266.58,189,5.5,0
234.53,165,7.39,9
285.17,152,6.74,0
256.74,121,8.66,5
125.97,88,13.45,8
342.26,181,11.36,0
267.12,159,14.89,5
144.2,92,16.37,2
329.27,192,8.2,0
277.03,144,5.45,9
240.63,168,6.45,9
134.74,72,10.93,1
121.96,90,17.39,8
278.21,145,9.63,0
143.77,59,14.74,1
261.84,139,7.45,9
166.13,103,9.81,7
181.95,144,12.2,5
156.52,121,12.67,7
137.18,72,10.52,8
244.11,203,10.27,4
192.75,81,13.43,3
150.77,109,10.13,3
188.8,142,13.4,5
151.98,80,8.36,3
210.34,122,11.25,5
142.32,62,19.99,1
233.38,212,6.98,4
157.37,122,12.61,2
122.11,71,14.93,1
176.0,130,9.66,7
347.88,186,9.59,0
294.1,147,4.59,9
235.06,135,6.89,9
242.55,176,6.07,4
285.8,158,5.58,9
147.49,84,18.62,8
245.3,177,5.6,4
252.62,177,9.64,4
163.17,120,8.12,3
165.45,115,17.61,2
232.69,174,9.74,4
228.27,155,11.26,4
159.81,64,10.79,1
262.54,141,9.8,5
210.11,101,14.57,3
151.62,68,14.08,1
240.79,153,7.08,6
231.28,153,5.23,9
219.46,205,10.24,4
270.06,158,5.5,9
148.65,91,16.26,2
114.43,77,12.97,8
259.6,147,4.97,9
240.75,173,8.9,4
170.08,112,9.84,7
187.32,162,7.93,6
216.43,167,7.39,6
100.43,79,10.25,8
279.41,134,3.37,9
130.06,70,10.79,1
207.36,153,6.49,6
140.35,75,19.03,1
200.18,162,8.7,4
267.33,185,9.7,4
174.0,118,13.19,7
210.32,135,9.25,5
213.29,155,5.11,6
111.92,83,10.66,8
186.88,156,6.28,6
267.57,197,6.21,4
333.97,186,6.18,0
162.57,115,12.2,2
178.43,92,12.09,2
208.84,179,8.12,6
182.52,106,11.5,3
188.31,115,13.34,5
181.61,146,5.94,6
230.62,153,7.18,9
179.94,106,12.27,7
240.98,142,8.56,6
166.07,122,16.93,2
132.33,60,15.08,1
145.2,108,13.7,2
145.13,105,13.31,7
335.31,170,10.29,0
200.33,178,8.9,6
141.28,70,16.93,1
283.48,136,3.45,9
117.25,81,19.34,8
173.56,97,9.65,3
141.23,50,11.18,1
166.31,118,12.05,2
213.98,85,15.02,3
188.75,120,6.87,6
320.92,198,8.2,0
299.56,158,5.63,9
158.58,104,9.63,7
154.38,55,13.19,1
138.46,56,12.36,8
258.07,128,14.35,5
167.18,77,13.61,1
131.28,63,12.33,1
204.94,145,9.46,6
343.96,146,5.74,0
150.0,62,15.94,1
124.0,56,18.99,8
167.84,114,10.18,2
140.05,128,12.85,7
248.75,162,9.73,4
196.72,115,12.96,3
156.45,93,14.84,7
233.07,159,6.74,4
294.71,156,11.76,0
120.05,50,19.84,8
142.65,93,8.1,7
158.36,87,10.75,3
239.39,178,8.82,6
175.13,127,10.53,2
253.2,158,8.15,5
249.04,206,5.62,4
310.9,198,9.12,0
196.99,171,7.57,6
195.64,70,8.08,3
184.05,109,8.19,3
117.52,69,14.24,8
183.35,146,8.33,6
290.7,192,10.46,0
119.92,78,13.41,8
201.93,129,14.62,5
172.33,92,11.12,2
144.95,117,13.35,2
210.79,150,10.81,4
239.02,167,9.54,4
289.92,153,5.38,0
215.57,132,6.95,6
253.22,176,11.24,0
131.01,57,12.17,8
258.82,123,9.93,5
224.24,141,7.02,5
164.65,114,14.01,2
311.85,157,5.27,0
205.56,88,10.24,3
303.04,185,10.12,0
314.85,183,9.64,0
174.95,103,10.33,7
141.1,106,14.13,7
144.92,108,8.93,7
103.55,57,13.18,8
178.46,111,13.45,7
242.19,162,9.25,6
159.06,60,19.96,1
158.6,91,10.39,2
266.81,186,9.01,4
216.38,130,9.93,5
146.37,74,17.09,1
146.58,84,11.39,8
160.13,109,10.59,2
330.55,200,6.61,0
142.07,68,18.1,1
272.69,141,10.41,0
239.44,205,8.34,4
120.91,65,15.42,8
124.99,54,16.92,8
143.41,55,11.8,8
248.71,168,4.27,9
168.4,107,9.91,7
109.1,65,18.11,8
212.42,149,7.07,5
252.35,152,9.22,0
247.12,135,7.01,9
146.87,74,17.87,1
115.67,70,10.14,8
226.13,207,5.94,4
284.83,168,5.58,9
206.43,71,14.03,3
152.34,94,8.45,7
147.56,96,8.67,7
234.43,171,8.45,6
178.47,78,12.98,3
202.72,134,6.27,6
151.11,108,11.82,3
210.57,133,11.96,5
200.73,164,10.45,4
208.45,160,8.35,6
133.58,71,15.49,1
173.86,106,15.57,3
135.21,64,19.77,1
134.46,70,14.69,1
218.53,138,12.35,5
219.98,159,8.86,6
171.71,115,8.22,3
168.84,125,16.93,2
201.91,85,9.7,3
263.21,171,6.7,0
153.21,81,12.89,3
257.9,142,6.27,9
200.59,184,6.93,4
190.84,172,9.41,6
154.33,124,12.3,7
195.13,131,7.07,5
215.15,189,7.19,4
264.84,135,12.47,5
200.0,177,8.7,6
117.44,60,14.89,8
233.8,163,5.42,9
212.22,106,11.35,3
328.53,157,6.93,0
292.24,134,3.38,9
234.1,149,5.13,6
152.41,76,17.4,1
144.45,59,14.95,8
309.76,179,6.78,0
194.89,133,11.23,5
130.25,80,16.29,1
276.4,161,7.17,9
166.57,118,9.42,7
244.15,196,10.77,4
146.16,113,14.45,7
149.77,111,10.69,7
147.51,111,15.65,2
144.16,61,10.86,1
125.02,56,10.85,8
190.57,139,8.91,5
149.44,104,16.6,2
275.33,138,4.83,9
286.65,190,11.99,0
257.92,136,4.21,9
231.78,154,5.41,6
243.85,111,9.66,5
237.64,159,11.27,4
130.56,79,18.97,1
136.41,68,11.19,8
199.77,158,9.07,5
143.83,91,9.04,7
267.54,166,3.62,9
240.18,132,3.57,9
194.09,160,8.51,5
144.94,124,8.4,7
157.58,105,13.81,7
194.03,131,9.45,6
173.01,111,14.61,3
156.4,69,17.49,1
280.89,145,6.67,9
166.84,103,8.75,7
272.13,164,3.84,9
267.43,161,7.94,9
164.19,61,18.67,1
184.0,149,8.2,5
101.32,60,19.27,8
236.69,176,6.56,6
197.79,91,10.53,3
248.24,170,7.91,9
159.93,129,10.33,2
165.39,93,12.26,7
227.39,165,7.44,6
169.47,80,17.39,1
177.15,114,11.02,3
196.37,154,7.91,6
176.09,90,12.29,2
130.29,74,19.93,1
208.03,207,6.94,4
344.03,169,7.94,0
163.42,124,13.21,2
166.13,101,12.26,7
268.18,198,5.83,0
288.93,148,4.69,9
291.46,155,8.13,0
176.09,108,11.86,2
127.74,58,17.61,1
105.01,75,13.26,8
193.63,112,10.35,3
240.9,155,9.11,6
164.56,55,14.2,1
220.06,172,6.99,6
263.43,161,9.65,4
185.68,70,10.08,3
258.68,149,7.32,9
151.17,111,14.23,2
345.21,187,8.38,0
177.12,116,9.86,7
169.18,103,14.65,7
157.3,96,12.86,7
191.8,169,8.58,6
204.12,143,9.95,6
235.23,138,14.63,5
253.69,140,12.77,5
264.35,216,5.0,4
159.51,107,11.14,2
259.81,156,8.46,4
140.94,106,11.56,2
278.05,192,6.17,0
124.46,85,18.2,8
152.49,95,12.46,7
247.81,171,6.46,6
130.48,84,11.62,8
168.09,69,10.42,1
292.45,169,3.29,9
212.44,185,11.29,4
248.19,139,4.89,9
201.33,213,9.97,4
206.69,105,14.7,3
147.2,92,13.89,2
103.0,56,13.5,8
195.55,149,5.83,6
165.59,62,14.08,1
147.54,130,12.28,7
196.45,136,7.92,6
149.43,82,10.52,8
140.04,61,18.09,8
132.41,55,19.25,8
283.46,172,7.46,0
184.38,156,6.58,6
174.42,96,16.89,2
259.45,135,12.35,5
264.68,188,11.84,4
124.57,80,13.45,8
141.97,98,15.6,2
132.39,62,19.02,8
154.0,125,10.62,2
173.34,76,14.23,3
131.72,65,15.0,8
324.81,157,5.32,0
107.7,84,11.04,8
152.97,78,15.24,1
136.18,89,12.61,8
208.48,129,11.64,5
231.28,176,5.05,6
199.71,159,5.32,6
158.04,112,14.08,7
191.84,138,6.57,6
257.02,162,6.27,9
140.58,64,17.65,1
259.75,129,13.51,5
215.14,188,6.56,4
304.4,177,6.5,0
149.91,111,10.98,2
202.66,111,9.78,3
161.09,129,12.14,2
234.99,169,5.8,4
234.44,153,6.78,9
335.98,164,10.42,0
247.68,153,7.11,5
159.86,108,10.19,2
300.32,178,10.27,0
217.48,162,10.38,4
151.52,91,13.14,7
115.38,69,16.01,8
285.37,151,3.54,9
271.5,166,4.12,9
231.07,162,5.07,9
204.48,143,5.08,6
132.92,59,16.48,8
183.2,172,8.92,6
162.71,103,16.13,2
168.42,67,14.72,1
158.5,119,10.82,7
276.95,134,4.49,9
151.29,129,12.89,7
164.59,85,13.71,3
213.58,183,11.94,4
210.86,161,8.5,6
251.25,191,11.93,0
123.83,53,11.9,8
279.07,162,7.34,9
152.72,125,13.65,7
124.05,60,12.2,1
203.29,176,5.52,6
162.19,117,10.8,7
316.76,149,7.27,0
169.74,126,9.94,7
254.36,181,6.37,4
216.32,154,9.87,6
204.76,95,9.66,3
273.67,149,6.57,0
298.32,135,3.21,9
262.47,159,9.1,5
235.36,125,7.74,6
329.67,146,8.83,0
165.85,76,16.98,1
271.19,144,6.79,9
154.17,94,16.38,2
239.4,113,13.87,5
146.87,50,19.99,1
178.56,118,12.92,7
297.89,166,4.42,9
217.27,112,8.31,3
107.83,53,15.97,8
237.44,200,9.92,4
149.44,86,14.86,8
207.13,148,6.86,6
147.12,110,15.93,2
258.89,128,14.95,5
141.73,87,13.07,8
282.52,138,4.39,9
101.74,90,16.97,8
249.23,158,7.55,9
291.48,146,5.48,0
292.57,182,8.89,0
171.21,122,11.59,2
265.3,148,7.68,0
127.52,78,14.44,8
180.62,111,12.4,5
264.62,135,9.93,5
132.48,64,10.61,1
234.43,141,4.58,9
114.48,77,15.46,8
121.52,62,13.37,8
159.46,79,8.01,3
226.86,158,9.37,6
144.35,114,16.09,2
170.72,107,12.39,2
186.9,153,13.17,5
184.41,145,14.64,5
269.1,208,10.79,4
249.51,159,8.01,6
206.66,175,11.62,4
306.02,154,8.69,0
139.07,86,14.07,8
136.34,63,12.21,1
148.02,102,16.59,2
108.54,56,17.89,8
219.44,113,14.2,3
122.8,78,12.26,8
160.12,111,14.39,7
134.61,76,12.42,1
158.13,112,15.17,2
241.11,138,7.74,9
145.49,76,12.17,8
235.25,128,13.79,5
245.82,170,4.64,9
217.49,88,10.52,3
258.84,149,10.91,5
279.59,130,3.15,9
154.98,55,16.17,1
215.33,100,9.04,3
208.8,194,7.08,4
258.02,179,11.07,4
223.12,219,9.84,4
144.59,123,9.31,7
171.73,107,13.57,2
253.63,185,9.84,4
218.86,186,7.01,4
239.17,122,9.83,6
135.35,50,15.27,8
144.8,120,10.97,7
256.63,111,12.65,5
282.05,182,11.55,0
157.3,129,15.2,2
303.62,195,5.18,0
212.95,93,8.14,3
145.61,70,11.72,1
164.39,64,10.8,1
169.72,106,14.86,3
293.43,132,5.88,9
195.53,74,9.68,3
128.05,75,18.4,8
266.24,212,11.5,4
202.32,115,13.18,3
167.97,63,16.59,1
149.02,63,10.27,1
126.53,74,16.78,8
169.18,99,11.44,7
265.48,136,4.22,9
157.98,120,11.07,7
101.78,50,19.18,8
240.74,170,8.54,6
285.26,133,7.06,9
156.84,109,12.98,3
202.93,162,6.34,6
142.67,106,17.24,2
183.61,114,9.54,3
257.35,152,6.07,0
147.53,103,13.92,2
100.38,73,12.32,8
243.53,173,9.58,4
180.91,128,6.49,6
252.64,128,11.13,5
157.09,90,10.06,2
126.11,81,13.36,8
146.55,108,11.1,7
246.88,159,6.47,6
174.49,101,17.08,2
150.06,73,12.07,3
159.26,111,17.94,2
251.98,186,10.07,4
161.34,122,15.86,2
184.73,153,11.64,5
276.26,159,5.97,9
294.68,148,5.14,9
150.21,67,15.52,1
284.42,154,5.15,0
144.05,120,8.42,7
290.15,152,11.47,0
155.57,103,14.98,7
212.25,132,7.19,6
268.32,172,11.56,0
127.82,66,13.46,8
166.19,94,12.56,7
161.43,128,12.39,7
110.02,63,12.88,8
215.5,207,6.37,4
146.57,113,12.73,7
194.93,180,6.57,6
140.89,114,10.79,2
143.47,110,12.36,2
183.61,124,9.41,6
162.29,128,14.17,2
129.48,56,17.37,1
327.55,169,9.52,0
105.56,63,20.0,8
143.12,107,9.92,7
215.06,127,12.38,5
337.8,174,7.8,0
264.16,173,5.53,4
150.92,108,16.8,2
175.62,108,14.66,7
230.62,149,14.97,5
244.89,152,3.74,9
146.18,75,18.35,8
253.04,130,10.72,5
145.93,126,11.42,7
188.83,139,9.65,6
170.52,93,14.82,3
186.45,147,11.69,5
128.24,76,18.25,8
212.92,161,6.5,4
172.81,109,11.2,7
177.25,107,10.8,3
286.26,148,4.34,9
110.76,90,17.63,8
144.41,117,12.41,2
202.65,112,7.64,5
168.17,59,11.94,1
169.68,108,10.32,2
201.49,190,6.12,4
265.08,212,10.52,4
149.58,120,14.27,2
205.75,214,5.5,4
143.29,63,10.82,8
269.26,124,7.99,5
167.29,79,11.87,1
252.27,165,5.85,0
343.29,186,5.69,0
214.35,180,6.08,6
234.82,136,7.57,9
297.79,142,7.5,9
156.91,109,9.03,7
247.1,193,10.9,4
266.13,150,3.09,9
241.59,128,5.77,6
166.72,109,14.48,7
162.07,56,13.19,1
248.71,144,5.36,9
177.89,87,11.17,3
161.75,102,11.64,2
316.68,186,8.57,0
128.27,78,16.09,1
245.86,155,7.42,9
250.22,171,6.01,4
156.58,115,12.0,2
241.18,163,5.22,9
150.4,117,13.11,3
160.58,128,17.24,2
224.02,127,8.14,5
295.86,149,3.11,9
205.37,165,9.85,4
191.74,133,12.34,5
192.1,97,11.74,3
179.44,114,10.8,2
156.07,108,13.29,7
289.22,182,10.73,0
279.87,195,9.74,0
201.02,152,9.8,5
128.51,62,17.69,1
157.05,98,8.46,3
159.78,61,16.51,1
195.01,141,7.48,6
249.48,164,5.19,6
109.21,83,14.14,8
338.14,149,7.62,0
131.54,87,19.68,8
124.14,59,17.04,1
258.18,216,9.23,4
145.29,93,12.31,2
156.45,104,11.99,2
117.91,78,19.42,8
259.38,191,5.16,4
164.34,64,15.17,1
329.47,147,7.34,0
273.62,154,5.51,9
174.82,93,11.4,2
205.85,85,9.71,3
251.42,169,6.48,0
248.91,141,6.98,6
180.69,109,14.8,3
132.08,75,18.56,1
211.74,82,15.1,3
249.41,134,10.39,5
141.62,67,18.56,8
217.65,109,9.1,3
220.73,125,12.4,5
312.36,174,7.11,0
157.3,53,18.31,1
154.97,116,10.36,7
197.2,151,9.47,6
147.84,56,19.96,1
220.16,168,9.38,6
278.29,186,6.43,0
182.14,147,9.39,5
284.29,139,6.64,9
157.5,117,8.92,3
251.78,211,8.64,4
153.34,125,10.95,7
156.06,99,14.58,3
179.74,130,9.19,7
234.36,135,6.69,9
100.67,82,12.09,8
249.0,154,4.7,9
199.99,71,10.3,3
253.59,145,11.03,0
206.31,104,14.73,3
164.37,92,14.55,2
253.84,146,7.68,9
112.0,51,16.05,8
150.94,67,14.99,1
323.1,162,9.51,0
262.88,144,6.92,9
261.27,142,7.65,0
140.32,103,10.45,7
119.81,85,13.2,8
204.36,169,6.68,6
256.23,150,3.52,9
150.28,66,13.36,1
216.61,160,5.74,6
129.68,79,19.72,1
221.51,206,7.61,4
153.79,126,14.97,7
148.6,67,11.05,1
253.36,113,8.8,5
149.02,127,10.75,7
207.95,204,6.36,4
140.23,99,13.37,7
122.31,79,11.5,1
119.98,55,15.84,8
189.66,125,10.05,5
291.77,150,7.21,9
134.19,71,14.01,8
127.03,69,12.37,8
212.06,194,6.04,4
212.52,147,11.83,5
325.54,175,5.02,0
195.63,133,10.0,6
219.47,134,7.52,6
296.3,132,4.29,9
244.66,155,4.61,9
239.98,190,10.8,4
102.7,60,13.0,8
150.56,102,9.52,7
102.65,75,19.55,8
161.45,73,12.43,1
336.33,182,10.53,0
218.55,184,8.55,4
143.97,88,15.73,8
342.82,153,6.36,0
271.04,132,6.48,9
147.32,76,11.06,8
110.3,59,19.03,8
159.49,104,12.21,2
164.09,118,10.3,7
262.54,153,11.31,4
139.18,81,17.85,8
166.94,121,10.74,7
132.21,62,13.44,8
141.6,68,17.28,8
280.79,159,5.99,9
198.68,161,5.31,6
160.78,79,10.65,1
104.19,76,11.0,8
164.99,90,15.97,2
225.84,140,14.3,5
335.33,161,8.64,0
332.72,163,6.73,0
144.84,97,10.96,7
233.98,172,8.88,6
289.59,169,4.55,9
292.53,140,10.39,0
229.75,204,5.97,4
168.9,120,14.66,7
181.34,71,14.66,3
159.43,51,19.86,1
270.96,161,7.93,9
204.21,185,5.34,4
249.6,190,10.9,4
240.19,139,7.69,6
121.29,68,12.36,1
222.93,161,7.25,6
161.65,78,8.86,3
171.75,96,17.31,2
210.31,112,12.61,3
346.96,160,6.01,0
128.77,64,19.49,1
139.15,73,19.68,1
185.75,159,6.12,6
144.53,104,10.69,7
183.72,111,8.86,3
129.35,52,13.15,1
223.94,157,6.27,6
257.75,153,11.49,0
239.72,212,5.09,4
175.77,99,13.29,7
134.36,79,10.68,8
194.63,149,7.78,5
164.16,79,13.87,1
130.07,71,16.19,1
282.2,144,6.1,9
178.58,93,15.85,3
130.68,60,16.63,8
174.91,130,10.1,7
147.57,110,11.89,2
141.6,90,13.49,2
123.61,76,17.39,1
313.51,157,7.61,0
147.92,99,14.24,2
153.34,76,11.64,1
153.48,74,14.52,1
262.76,139,5.46,9
157.26,94,8.75,7
239.53,179,10.88,4
274.94,141,3.71,9
152.09,120,12.07,7
248.46,151,11.91,5
342.04,146,7.84,0
148.44,109,12.35,7
201.47,194,11.91,4
143.45,114,9.18,7
151.45,111,9.01,3
102.96,90,15.01,8
257.7,130,11.21,5
340.25,189,5.32,0
147.75,73,14.71,1
179.72,125,12.77,7
265.13,135,4.4,9
248.87,155,10.54,4
141.14,115,17.37,2
137.04,58,12.23,8
151.78,130,11.04,7
208.32,200,7.81,4
145.93,112,15.4,2
250.23,139,4.28,9
167.7,95,8.22,7
156.07,99,12.31,2
133.93,53,18.07,1
113.16,58,14.11,8
212.78,70,13.43,3
181.64,110,15.28,3
261.87,182,7.17,4
168.76,75,18.41,1
163.6,116,15.0,2
209.03,110,12.93,5
263.19,156,10.69,4
123.92,63,14.12,8
226.06,145,10.02,5
149.61,129,14.97,2
267.99,201,9.67,4
192.37,147,8.86,5
171.94,86,15.12,3
241.9,154,9.17,5
197.26,117,13.0,5
277.55,146,11.93,0
216.89,91,14.5,3
254.02,157,6.57,9
215.2,145,14.84,5
262.32,135,5.6,9
156.17,69,13.52,1
213.96,110,15.62,3
221.36,166,6.4,6
290.56,153,6.8,9
177.86,125,12.5,7
140.94,90,14.39,7
165.28,108,12.41,7
271.15,138,3.34,9
148.22,96,13.26,2
272.89,165,9.57,0
158.23,88,9.53,3
289.12,166,5.04,9
257.39,156,7.4,5
279.57,182,9.5,0
248.35,146,9.72,6
140.33,103,12.94,7
174.26,73,15.27,3
201.34,163,8.55,6
120.81,68,17.59,8
257.42,174,5.29,4
198.88,162,6.98,6
154.86,99,13.14,7
233.28,134,5.48,6
199.73,158,10.85,5
244.41,172,7.21,4
271.94,190,6.45,0
234.22,164,7.04,9
172.16,119,12.3,3
302.1,146,7.43,0
248.77,148,3.54,9
197.91,148,5.43,6
241.99,142,12.29,5
127.33,54,16.62,8
141.39,110,11.62,2
182.68,131,11.28,5
212.57,171,5.19,6
206.81,104,11.26,3
188.92,123,6.97,6
204.19,159,9.33,4
178.5,103,8.72,7
176.12,102,9.96,3
279.63,156,10.54,0
334.74,146,8.53,0
145.38,97,10.24,7
110.23,68,11.15,8
265.87,157,6.77,0
151.37,100,10.08,3
250.23,143,12.53,5
240.2,184,5.98,4
142.78,67,18.27,1
180.13,139,8.62,5
199.82,155,9.61,6
271.03,182,10.56,0
131.6,59,12.18,1
252.99,130,3.67,9
344.7,159,7.09,0
204.08,71,9.16,3
213.96,147,10.31,5
232.67,220,7.62,4
155.33,130,16.3,2
193.98,97,14.5,3
143.06,98,9.37,7
269.86,139,5.88,9
212.38,155,5.11,6
281.19,152,4.91,9
151.11,80,15.86,1
167.32,52,11.9,1
209.67,166,9.55,6
153.76,117,12.79,3
143.36,121,14.31,2
202.97,139,10.09,5
194.32,143,7.38,6
266.43,115,9.18,5
191.79,130,14.19,5
175.51,105,15.51,2
168.14,96,12.25,7
305.59,175,7.75,0
180.72,115,14.16,3
199.35,129,9.79,6
123.81,59,15.25,1
161.81,84,14.36,3
151.65,73,12.4,3
155.34,125,14.93,2
142.57,70,15.69,8
235.2,121,5.47,6
318.91,172,10.1,0
122.7,74,13.02,1
319.32,195,8.68,0
231.47,175,9.07,6
192.84,148,6.17,6
268.19,137,3.63,9
141.52,120,14.1,7
236.53,169,9.52,6
180.89,100,8.79,3
156.48,102,17.66,2
195.01,102,13.85,3
269.95,133,7.53,9
248.34,143,6.57,6
147.32,77,15.94,1
220.86,174,5.92,6
130.61,77,16.47,1
291.28,146,9.35,0
283.03,131,3.63,9
130.88,88,16.79,8
185.15,92,11.76,3
173.92,122,17.95,2
303.01,180,8.07,0
147.71,50,12.21,8
211.03,110,8.73,5
159.79,58,11.34,1
164.48,119,16.51,2
116.58,66,11.21,8
200.33,91,10.55,3
125.51,62,11.76,1
258.01,173,6.11,4
298.31,134,5.77,9
164.76,115,13.27,7
146.77,102,11.1,2
204.17,185,11.79,4
175.94,76,11.63,3
160.02,94,12.55,2
285.03,195,5.32,0
278.85,198,5.21,0
141.84,52,12.58,8
182.17,80,8.63,3
145.08,86,14.26,8
201.06,110,13.03,5
283.84,180,6.71,0
207.64,168,10.83,4
264.21,175,11.28,4
204.52,136,10.19,5
165.31,108,11.48,2
265.76,219,8.08,4
260.53,151,5.66,9
247.78,144,4.76,9
260.48,143,5.09,9
154.72,109,12.57,2
211.56,184,11.94,4
254.61,203,10.58,4
165.37,116,10.87,3
209.53,149,6.67,6
295.96,147,4.26,9
139.63,71,18.07,1
167.39,92,13.41,2
124.8,84,18.85,8
185.62,137,7.53,6
186.5,124,13.61,5
265.94,152,7.39,5
223.09,152,8.85,6
128.91,59,18.97,1
226.75,144,8.05,5
151.64,105,13.93,7
221.99,136,8.93,5
244.65,112,8.42,5
194.47,125,12.62,5
141.29,116,17.79,2
136.0,70,13.47,8
169.66,66,14.43,1
102.69,78,12.06,8
187.91,158,13.13,5
218.49,82,11.35,3
272.28,198,7.85,0
191.59,96,13.96,3
172.86,101,8.99,7
254.65,140,7.34,0
288.06,151,8.04,0
259.22,187,9.73,4
226.04,191,8.48,4
302.22,194,6.62,0
107.25,56,19.47,8
244.77,122,9.27,6
155.98,115,15.34,2
201.15,111,11.21,3
145.66,62,11.72,8
266.14,155,8.64,0
177.75,128,15.35,2
174.84,94,11.83,7
174.39,105,9.61,3
266.6,159,5.2,4
337.55,160,7.48,0
244.86,172,5.28,4
287.53,156,6.11,9
151.79,119,11.66,2
307.67,155,6.25,0
129.3,87,12.13,8
207.39,166,8.33,4
146.89,117,12.64,7
157.15,86,8.96,3
143.33,123,10.96,2
190.76,108,9.99,3
216.21,155,13.68,5
294.9,143,4.82,9
243.73,131,8.83,5
200.86,111,15.15,3
146.96,50,17.55,8
230.69,206,8.66,4
184.28,120,12.25,5
150.97,119,14.59,2
207.58,130,5.39,6
260.47,181,5.71,4
125.57,52,15.5,1
196.59,115,11.47,3
303.05,177,11.19,0
250.99,157,7.96,9
253.88,190,10.92,4
242.64,168,5.51,9
106.08,66,10.16,8
203.39,77,14.38,3
269.93,168,8.39,0
224.92,190,5.84,4
150.7,95,9.59,7
244.64,123,9.48,5
122.54,77,11.01,1
188.86,120,14.97,3
208.32,170,6.68,6
140.97,90,15.87,2
225.54,205,7.86,4
343.66,164,8.1,0
299.9,187,5.52,0
179.74,94,10.99,2
296.48,137,4.53,9
230.15,131,13.17,5
278.59,146,3.5,9
184.47,113,12.23,3
141.62,99,9.75,7
299.08,142,4.62,9
101.49,51,12.24,8
166.99,102,15.89,2
162.32,120,13.22,7
191.4,111,12.64,3
201.83,137,14.46,5
190.01,160,12.59,5
157.62,120,12.74,3
164.33,130,10.07,7
215.96,137,5.08,6
147.99,101,12.88,7
172.69,128,10.6,7
246.76,177,5.91,6
155.37,98,12.06,7
157.86,81,15.48,3
144.44,108,14.1,2
239.23,218,10.25,4
230.68,153,13.76,5
262.74,161,5.04,9
207.9,80,9.79,3
236.6,209,7.95,4
216.96,189,11.97,4
269.41,161,5.83,9
178.43,118,10.02,7
102.77,60,16.02,8
224.2,130,9.51,6
240.87,176,10.81,4
189.89,75,10.29,3
263.3,168,4.76,9
174.1,100,11.78,7
166.08,66,13.12,1
170.28,89,10.06,3
183.3,151,9.96,5
222.1,130,7.29,6
179.76,126,12.42,7
243.07,117,10.74,5
285.26,144,5.11,9
151.81,126,14.11,7
244.62,137,14.18,5
211.71,217,9.13,4
210.54,179,7.35,6
244.46,158,6.41,4
141.02,57,13.74,1
224.51,128,7.88,6
190.44,143,10.13,5
220.79,172,8.79,6
133.36,62,16.72,8
208.62,104,10.03,3
168.62,123,14.12,2
153.55,122,15.71,2
249.89,165,7.98,6
294.32,148,3.59,9
124.93,71,18.88,1
213.88,119,7.11,5
311.51,172,8.35,0
276.33,135,3.29,9
141.62,79,10.82,8
142.89,100,14.77,2
247.57,127,7.49,6
168.43,103,11.54,7
242.25,155,10.97,5
146.98,101,10.87,7
214.75,199,9.55,4
191.05,180,6.79,6
129.29,80,19.93,1
261.98,160,14.82,5
245.54,121,5.27,6
274.64,144,7.95,9
112.33,82,17.12,8
246.71,133,9.42,5
130.92,50,11.85,8
262.27,149,5.71,9
262.94,219,5.4,4
281.53,195,6.67,0
184.73,134,12.28,5
142.51,84,14.76,8
182.51,113,8.62,3
220.71,155,8.63,4
145.1,64,17.68,1
161.53,94,10.52,7
136.37,88,14.69,8
166.46,69,13.55,1
268.89,154,7.18,0
258.57,142,3.66,9
221.07,166,7.68,6
207.56,127,11.0,5
157.01,78,12.69,1
151.84,127,11.85,7
199.46,85,12.9,3
226.84,134,5.66,6
346.68,176,11.19,0
139.3,61,19.92,8
159.79,59,13.38,1
113.98,66,14.43,8
275.48,175,8.35,0
207.18,193,7.7,4
156.62,94,14.7,2
296.09,138,5.21,9
142.32,118,13.8,2
264.58,159,5.54,4
156.06,52,16.15,1
285.71,185,6.95,0
241.87,179,8.17,4
201.56,207,7.95,4
141.51,56,17.31,1
145.21,127,8.04,7
144.52,101,13.63,2
217.71,170,7.81,4
249.74,167,9.51,4
178.9,109,12.59,7
224.35,117,14.54,5
169.33,116,14.32,2
224.74,174,7.98,6
